ID	分類	作業種別	機能グループ	機能名	項目	概要	成果物と完了条件	人日	担当（案②: 一部移管）	担当（案③: アプリ構築）	判断根拠	根拠の補足	スコープ	当初想定	依存	状態	出典	機能ID
HB-F-AUTH-06	HB 機能設計	設計書の執筆	顧客IdP 連携ログイン	顧客IdPへのログイン委譲（SAML）	機能仕様書: フェデレーションログイン（SAML）	顧客が持っている認証システムのうち、旧来の方式で連携する場合のログイン機能	機能仕様書 1 本。旧方式特有の識別子の扱いと、標準方式との差分が定義されレビュー承認済み	0.5	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手	ADR-031、U2 §2.7	F-AUTH-06
HE-15	HE つなぎ目設計	設計書の執筆	顧客IdP 連携ログイン	顧客IdPへのログイン委譲（SAML）	認証プロトコルIF（SAMLメタデータ・Assertion）	旧方式の認証連携で、やり取りする情報の仕様。内訳: メタデータ / Assertion / シングルログアウト	仕様書。接続情報の受け渡し方と項目が定まっている	4	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AUTH-06
D-11	D 判断	調査・計画	顧客IdP 連携ログイン	顧客IdPへのログイン委譲（SAML）	旧方式の顧客IdPを登録するひな形	旧方式の顧客IdPを登録するときのひな形を作る	ひな形定義。項目の対応づけが定まっている	2	基盤チーム	基盤チーム	認証の中核	【省略・吸収】HE-15 認証プロトコル IF（SAML メタデータ・Assertion）に吸収。人日は復活時のために残す	対象外：省略・吸収	当初あり	—	未着手		F-AUTH-06
HB-F-AUTH-07	HB-F 機能仕様書	設計書の執筆	顧客IdP 連携ログイン	初回ログイン時のユーザ自動作成（JIT）	機能仕様書: 初回ログイン時のユーザ自動作成（JIT）	顧客IdP経由で初めてログインした人を、その場で Keycloak-Broker のユーザとして作る	機能仕様書。作る条件・持たせる項目・重複したときの扱いが定まっている	1	基盤チーム	基盤チーム	認証の中核	これが無いとフェデレーションのログインが完了しない。Keycloak-Brokerの初回連携フローに直結する	対象	新規: 機能追加	—	未着手		F-PROV-01
HB-F-PROV-02	HB-F 機能仕様書	設計書の執筆	顧客IdP 連携ログイン	ログイン時の属性更新	機能仕様書: ログイン時の属性更新	2 回目以降のログインで、顧客側の最新の情報を使って属性を更新する	機能仕様書。更新する項目と、更新しない項目の区別が定まっている	0.5	基盤チーム	基盤チーム	認証の中核	属性が古いままだとアプリ側の判断が誤る	対象	新規: 機能追加	—	未着手		F-PROV-02
HB-F-AUTH-09	HB-F 機能仕様書	設計書の執筆	顧客IdP 連携ログイン	Keycloak-Broker と Keycloak-IdP の連携	機能仕様書: Keycloak-IdP へのログイン委譲	Keycloak-Broker が Keycloak-IdP を顧客IdP の 1 つ（共有エントリ）として扱い、識別子の引き継ぎ・初回作成・追加認証結果（amr）の取り込みを行う	機能仕様書。渡す情報・受け取る情報・拒否時の扱い・2 回目以降は Keycloak-IdP を呼ばないことが定まっている	1	基盤チーム	基盤チーム	認証の中核	2 台構成に戻したため復活。顧客IdP を持たない顧客のログインはすべてここを通る	対象	新規: 機能追加	—	未着手		F-AUTH-09
HE-23	HE つなぎ目設計	設計書の執筆	顧客IdP 連携ログイン	Keycloak-Broker と Keycloak-IdP の連携	Keycloak-Broker ⇄ Keycloak-IdP 接続仕様（要求仕様としてアプリチームへ渡す）	Keycloak-IdP 側に求める Client（broker-rp）・返す項目（tenant_id / username / amr）・login_hint の書式・ログアウト連鎖・セッション上限の同値（12 時間）・接続経路（閉域・単方向）を 1 冊にまとめる	接続仕様書。両チームが合意し、Keycloak-IdP 側の設定値がこの 1 冊で作れる	2.5	基盤チーム	基盤チーム	認証の中核	U2 §2.2.2〜2.2.5 / 02a / U6 D-U6-06 の決定を接続仕様の形にする。アプリチームとの境界そのもの	対象	新規: 機能追加	—	未着手		F-AUTH-09
HI-11	HI レビュー・合意	レビュー・合意	顧客IdP 連携ログイン	Keycloak-Broker と Keycloak-IdP の連携	接続仕様のアプリチームとの合意	接続仕様（HE-23）をアプリチームとレビューし、Keycloak-IdP 側の設定値と検証環境の提供時期を合意する	合意記録。設定値・検証環境の提供時期・連絡先が定まっている	1	基盤チーム	基盤チーム	構成の前提	合意が無いと結合試験（IT-16）が始められない	対象	新規: 機能追加	—	未着手		F-AUTH-09
HB-F-AUTH-01	HB 機能設計	設計書の執筆	パスワードによるログイン	Keycloak-IdP 収容ユーザのログイン	機能仕様書: ローカルログイン（ID/PW）	本基盤の運用者が Keycloak-Broker に ID とパスワード＋WebAuthn で直接ログインする機能。顧客のユーザ分（Keycloak-IdP 収容）はアプリ側の仕様とし、本仕様書は運用者分のみ	機能仕様書 1 本。運用者の認証手段・失敗時にユーザへ返す内容が定義されレビュー承認済み（パスワード桁数等の顧客ユーザ向け規則は対象外）	0.5	基盤チーム	基盤チーム	認証の中核	Keycloak-Broker にローカルで残るのは運用者だけ。顧客ユーザのパスワード規則は Keycloak-IdP（アプリ責務）	対象	当初あり	—	未着手	U2 §2.3、P-07	F-AUTH-01
HJ-10b	HJ Keycloak の作り込み	設計書の執筆	パスワードによるログイン	Keycloak-IdP 収容ユーザのログイン	Keycloak-Brokerの設定値一覧（ユーザを直接収容する側）	Keycloak-Brokerの設定値を決める（ユーザを直接収容する側）	設定値一覧。パスワード条件を含め数値で定まっている	2	基盤チーム	基盤チーム	構成の前提	Keycloak-IdP 側の設定値はアプリチームが決める。本基盤が求める値は接続仕様（HE-23）に限る	対象外：Keycloak-IdP 側の責務	当初あり	—	未着手		F-AUTH-01
HJ-20	HJ Keycloak-Brokerの作り込み	レビュー・合意	パスワードによるログイン	Keycloak-IdP 側の引き渡しと責任分界	Keycloak-IdP 側の引き渡し範囲と責任分界の取り決め	基盤（ROSA）をどの状態まで作って渡すか、渡した後は誰が何を持つかを決める	合意記録。引き渡す状態・手順・渡した後の責任範囲が定まっている	1.5	基盤チーム	基盤チーム	構成の前提	基盤は基盤（ROSA）だけを作ってアプリチームへ引き渡す前提。境界が曖昧だと運用で揉める	対象	新規: 機能追加	—	未着手		F-AUTH-29
D-21	D 判断	レビュー・合意	パスワードによるログイン	Keycloak-IdP 側の引き渡しと責任分界	Keycloak-IdP 側の非機能責任表（可用性・復旧・監視・更新・鍵・ログ）	非機能要件ごとに Keycloak-IdP 側では誰が満たすかを表にする。本基盤は ROSA の引き渡しまで、以降はアプリ責務とする方針を明文化する	責任表。非機能要件の全行に Keycloak-IdP 側の担当が入っている	1.5	基盤チーム	基盤チーム	構成の前提	要件マッピングの「Keycloak-IdP 側」列の根拠。曖昧だと SLA と運用で揉める	対象	新規: 非機能・運用	—	未着手		F-AUTH-29
HB-F-AUTH-10	HB 機能設計	設計書の執筆	多要素認証	追加認証の利用	機能仕様書: MFA認証（TOTP）	スマートフォンアプリで生成する 6 桁の数字による追加認証	→ 収載先: 多要素認証設計書。機能仕様書 1 本。桁ずれの許容範囲と、連続失敗時の扱いが定義されレビュー承認済み	0.5	基盤チーム	基盤チーム	製品機能	【Keycloak-IdP 側の責務】追加認証はKeycloak-Broker では行わない。フェデレーションのユーザは顧客IdP側、直接収容するユーザは Keycloak-IdP 側で行う。人日は復活時のために残す	対象外：Keycloak-IdP 側の責務	当初あり	—	未着手	U7 D-U7-14	F-AUTH-10
HB-F-AUTH-12	HB 機能設計	設計書の執筆	多要素認証	追加認証の登録	機能仕様書: MFAエンロール（TOTP）	スマートフォンアプリの追加認証を初めて登録する画面の流れ	→ 収載先: 多要素認証設計書。機能仕様書 1 本。QR と手入力の両方を用意し、登録完了を確認してから有効化する手順が定義されレビュー承認済み	0.5	基盤チーム	基盤チーム	製品機能	【Keycloak-IdP 側の責務】追加認証はKeycloak-Broker では行わない。フェデレーションのユーザは顧客IdP側、直接収容するユーザは Keycloak-IdP 側で行う。人日は復活時のために残す	対象外：Keycloak-IdP 側の責務	当初あり	—	未着手	U4 §4.4.2	F-AUTH-12
HB-F-AUTH-21	HB-F 機能仕様書	設計書の執筆	ログイン口の保護	ユーザの存在推測の防止	機能仕様書: 振り分けの応答の同一化と試行回数の制限	入力された識別子が実在するかどうかが応答の違いから分からないようにし、短時間の繰り返し試行を制限する	機能仕様書。同一化する応答の範囲・制限する回数と時間・制限にかかったときの表示が定まっている	1	基盤チーム	基盤チーム	事故防止	Keycloak-Brokerはパスワードを持たないため連続失敗の締め出しは不要だが、振り分けは識別子を受け取るため実在の推測と総当たりが成立する。WAF は同じ送信元しか見ないので、分散して来ると効かない	対象	新規: 機能追加	—	未着手		F-AUTH-21
HA-10	HA 全体・方式設計	設計書の執筆	セッションとログアウト	ログイン状態の保持とタイムアウト	認証：セッション管理方式設計（ログイン状態の保持・タイムアウト・ログアウト）	ログイン状態をどう保持するかの全体方針	方式設計。保持する場所と有効期間の考え方が定まっている	2	共同	共同	横断（対象縮小）	ログイン状態はKeycloak-Brokerが持つため全アプリ共通。アプリ内の保持方法はアプリが決めるが、全体の有効期間は 1 つの設定で全アプリに効くため共同で決める	対象	当初あり	—	未着手		F-AUTH-23
GD-21	GD アプリ向けガイド	ガイド・手順書の執筆	セッションとログアウト	ログイン状態の保持とタイムアウト	第4部 セッション管理	ログイン状態がどれくらい続くのか、いつ切れるのかの説明	ガイド 1 章。有効期間の一覧と、切れたときのアプリ側の動きが示されている	2	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AUTH-23
GD-24	GD アプリ向けガイド	ガイド・手順書の執筆	セッションとログアウト	ログイン状態の保持とタイムアウト	第4部 リフレッシュトークン	JWT を延長するための仕組みと、不正利用が疑われた場合の挙動	ガイド 1 章。延長時の入れ替え要件と、失効したときのアプリ側の動きが示されている	1	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AUTH-23
GD-22	GD アプリ向けガイド	ガイド・手順書の執筆	セッションとログアウト	アプリへのログアウト連携	第4部 ログアウト3方式の使い分け	ログアウトの 3 つの方式の違いと、どれをいつ使うかの整理。1 つ実装すれば全アプリで切れる、という誤解を正す	ガイド 1 章。3 方式の関係と責任分界が図で示されている	2	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AUTH-24
GD-23	GD アプリ向けガイド	ガイド・手順書の執筆	セッションとログアウト	アプリへのログアウト連携	第4部 Back-Channel Logout受信実装	他のアプリでのログアウトを受け取って自分のセッションも切る実装。受け取った通知の検証項目を含む	ガイド 1 章。8 つの検証項目が列挙され、検証を省くと強制ログアウトの悪用が可能になる旨が警告されている	2	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AUTH-24
HC-04a	HC 画面設計	設計書の執筆	ログイン画面	ログイン画面の表示（ブランド・並び順）	画面仕様書: 識別子の入力画面（振り分け）	振り分けの起点となる、識別子を入力させる画面の項目・文言・遷移を決める	画面仕様書。入力項目・検証・次に進む条件・戻り方が定まっている	1	基盤チーム	基盤チーム	認証の中核	振り分け（HRD）は識別子の入力から始まるため、この画面が無いと成立しない	対象	新規: 機能追加	—	未着手		F-AUTH-25
HC-04j	HC 画面設計	設計書の執筆	ログイン画面	エラー・案内画面（Keycloak-Broker）	画面仕様書: エラー・案内の表示画面（Keycloak-Broker）	ログインや振り分けに失敗したときに何を表示し、どこへ誘導するかを決める	画面仕様書。表示する文言・出し分けの条件・誘導先が定まっている	1	基盤チーム	基盤チーム	事故防止	失敗したときの案内が無いとユーザが詰まる。文言はユーザの実在を推測させない書き方にする必要がある	対象	新規: 機能追加	—	未着手		F-AUTH-26
D-22	D 判断	調査・計画	ログイン画面	利用規約への同意取得と記録	同意取得の要否と方式の判断	利用規約などへの同意をログイン画面で取るか、アプリ側で取るか、取らないかを顧客に確認して決める	決定記録。要否と、取る場合の場所と記録先が定まっている	0.5	基盤チーム	基盤チーム	業務ルール依存	要件未確定。顧客回答待ち	対象	新規: 機能追加	—	要件確認		F-AUTH-28
HE-09	HE つなぎ目設計	設計書の執筆	ユーザ管理	顧客IdP からのユーザ情報の同期	SCIM 受信仕様（窓口・項目の対応づけ・絞り込み・削除の読み替え）	顧客の人事システムや認証システムからユーザ情報を受け取る窓口の仕様を決める。窓口はKeycloak-Broker（Keycloak）の上に立て、別の実行基盤は作らない	接続仕様。入口・認証方法・項目の対応・応答が定まっている	3	基盤チーム	アプリチーム	認証の中核	ログインを待たずにユーザを反映する唯一の経路。Keycloak-Brokerの標準機能は使わず自作または部品を使い、Keycloak-Brokerの上に載せる	対象	新規: 機能追加	—	未着手		F-PROV-03
HB-F-PROV-03	HB-F 機能仕様書	設計書の執筆	ユーザ管理	顧客IdP からのユーザ情報の同期	機能仕様書: SCIM 受信 ユーザの登録	顧客システムからユーザの新規登録を受け取る	機能仕様書。受け取る項目と、重複したときの扱いが定まっている	1	基盤チーム	アプリチーム	認証の中核	顧客システム連携の中核	対象	新規: 機能追加	—	未着手		F-PROV-03
HB-F-PROV-04	HB-F 機能仕様書	設計書の執筆	ユーザ管理	顧客IdP からのユーザ情報の同期	機能仕様書: SCIM 受信 ユーザの更新	顧客側からのユーザ情報の変更を受け取って反映する	機能仕様書。更新する項目と、競合したときの扱いが定まっている	0.75	基盤チーム	アプリチーム	認証の中核	同上	対象	新規: 機能追加	—	未着手		F-PROV-03
HB-F-PROV-05	HB-F 機能仕様書	設計書の執筆	ユーザ管理	顧客IdP からのユーザ情報の同期	機能仕様書: SCIM 受信 削除通知（消さずに無効化へ読み替え）	顧客側からの削除通知を受け取り、基盤側では消さずに使えない状態にする	機能仕様書。読み替えの規則と、記録の残し方が定まっている	1	基盤チーム	アプリチーム	事故防止	消してしまうと監査の記録が追えなくなるため、無効化に読み替える	対象	新規: 機能追加	—	未着手		F-PROV-03
HB-F-PROV-06	HB-F 機能仕様書	設計書の執筆	ユーザ管理	顧客IdP からのユーザ情報の同期	機能仕様書: SCIM 受信 ユーザの検索・絞り込み	顧客側からユーザを検索・絞り込みで問い合わせられるようにする	機能仕様書。絞り込みの条件と件数の区切り方が定まっている	0.5	基盤チーム	アプリチーム	認証の中核	同上	対象	新規: 機能追加	—	未着手		F-PROV-03
HB-F-PROV-07	HB-F 機能仕様書	設計書の執筆	ユーザ管理	顧客IdP からのユーザ情報の同期	機能仕様書: SCIM 受信 グループ連携	顧客側のグループ情報を受け取る。初期リリースでは対象外	機能仕様書。初期リリースで対象外とする範囲が明記されている	0.5	基盤チーム	アプリチーム	後から追加可能	初期リリースでは対象外だが、対象外と宣言すること自体が成果物	対象	新規: 機能追加	—	未着手		F-PROV-03
HD-05	HD データ設計	設計書の執筆	ユーザ属性の統一	顧客IdP から受け取る属性の名前の統一	ユーザ属性に載せる項目の宣言設計	Keycloak-Brokerのユーザ情報に、独自に持たせる項目を宣言する	宣言の設計。項目名・型・必須かどうかが一覧で定まっている	1.5	基盤チーム	アプリチーム	認証の中核	JWT に載せる項目の入力元。これが無いと出力だけ設計している状態になる	対象	新規: 機能追加	—	未着手		F-PROV-08
HD-18	HD データ設計	設計書の執筆	ユーザ属性の統一	顧客IdP から受け取る属性の名前の統一	顧客IdPごとの項目名の変換方針	顧客ごとにバラバラな項目名を基盤の統一名へ変換する規則と、その置き場所を決める	変換方針。規則の書き方と、顧客が増えたときの追加方法が定まっている	1.5	基盤チーム	アプリチーム	認証の中核	顧客ごとに項目名が違うため、写し方の規則が無いと属性が入らない	対象	新規: 機能追加	—	未着手		F-PROV-08
HB-F-PROV-09	HB-F 機能仕様書	設計書の執筆	ユーザ属性の統一	ユーザの登録経路の区分	機能仕様書: 登録経路の区分判定	そのユーザがどの経路（初回ログイン・顧客システム連携・運用者）で登録されたかを区別する	機能仕様書。区分の値と、判定するタイミングが定まっている	0.75	基盤チーム	アプリチーム	事故防止	初回ログインで作った人と顧客システムから来た人で、後の扱いが変わるため	対象	新規: 機能追加	—	未着手		F-PROV-09
HB-F-PROV-10	HB-F 機能仕様書	設計書の執筆	ユーザの停止・再開・消去	ユーザの停止（消さずに無効化）	機能仕様書: ユーザの停止（消さずに無効化・停止日時の記録）	ユーザを削除せず使えない状態にし、いつ止めたかを記録する	機能仕様書。止める条件と、止めた後にできなくなることが定まっている	0.75	基盤チーム	アプリチーム	事故防止	顧客システムからの削除通知の受け皿。退職者を確実に遮断する	対象	新規: 機能追加	—	未着手		F-PROV-10
HB-F-PROV-11	HB-F 機能仕様書	設計書の執筆	ユーザの停止・再開・消去	停止済みユーザの再開	機能仕様書: 停止済みユーザの再開	一度止めたユーザを再び使えるようにする。誤って復活させない条件を含む	機能仕様書。再開してよい条件と、除外する条件が定まっている	0.75	基盤チーム	アプリチーム	事故防止	条件を誤ると退職者が復活する。除外条件の明示が必須	対象	新規: 機能追加	—	未着手		F-PROV-11
HB-F-BAT-01	HB 機能設計	設計書の執筆	ユーザの停止・再開・消去	長期未使用者の自動停止	機能仕様書: 長期未使用者の自動停止（90 日）	顧客IdP 経由で自動作成したユーザのうち 90 日ログインの無いものを止める定期処理。Keycloak-IdP 収容ユーザ・顧客システム連携ユーザは対象外	機能仕様書。対象の条件・除外の条件・止めたときの記録が定まっている	1	基盤チーム	基盤チーム	法令・契約	U3 D3-17 の除外規則を含む。要否は B-JIT-LC-1 で最終確認	対象	新規: 機能追加	—	未着手		F-BAT-01
HD-24	HD データ設計	設計書の執筆	ユーザの停止・再開・消去	保存期限切れデータの消去	ユーザと記録の保持年数と消去の方針	ユーザと記録を何年保ち、いつどうやって消すかを決める。停止から消去までの段階と、消したことをどう示すかを含む	方針。対象ごとの保持年数・消去の起点・消去の証跡の残し方が定まっている	1.5	基盤チーム	基盤チーム	法令・契約	個人データを求めに応じて消せることは法令の要求。トリミングで方針の行が落ち、消去の起点が決まらないまま残っていた	対象	新規: 非機能・運用	—	未着手		F-BAT-09
HB-F-ADM-14	HB-F 機能仕様書	設計書の執筆	顧客・組織管理	顧客の作成	機能仕様書: 顧客の作成	新しい顧客を作るときに何を登録し、どの状態から使えるようになるかを決める。手順の細部は後続の運用設計で詰める	機能仕様書。登録する項目・初期状態・使えるようになる条件が定まっている	1	基盤チーム	基盤チーム	運用に必須	解約の手順はあるのに作成が無く、顧客を迎え入れる入口が設計上つながっていない。運用色が強いため骨子までとし、細部は運用設計で積む	対象	新規: 機能追加	—	未着手		F-ADM-14
G-1.2	G 手順書	ガイド・手順書の執筆	顧客・組織管理	顧客の解約	手順書: 顧客の解約	顧客が解約するときの段階的な削除手順を手順書にする	手順書。猶予期間・データの引き渡し・完了の証明までが書かれている	1	基盤チーム	基盤チーム	運用に必須	手順書が無いと運用が回らず、作っただけで終わる	対象	新規: 非機能・運用	—	未着手		F-ADM-23
HB-F-ADM-16	HB-F 機能仕様書	設計書の執筆	顧客IdP 管理	顧客IdPの接続登録	機能仕様書: 顧客IdPの接続登録	顧客IdPを Keycloak-Broker へ接続するときに、何を受け取り、どの順で登録し、どこで疎通を確認するかを決める	機能仕様書。受け取る情報・登録の順序・疎通確認の合格条件が定まっている	2	基盤チーム	基盤チーム	認証の中核	フェデレーション・振り分け・顧客システム連携のすべてが、この登録が済んでいることを前提にしている。運用色が強いため骨子までとし、細部は運用設計で積む	対象	新規: 機能追加	—	未着手		F-ADM-16
D-12	D 判断	調査・計画	顧客IdP 管理	接続設定の変更・証明書更新	証明書（顧客IdP の SAML 署名・Keycloak-Broker の SAML 署名・TLS）を止めずに入れ替える運用手順	顧客IdPの証明書を止めずに入れ替えるための運用手順を決める	→ 収載先: 鍵・証明書管理設計書。決定記録。自動追随が使えない場合の手動手順も含む	3	基盤チーム	基盤チーム	代替手段あり	通常のシステム監視と手動更新で代替でき、無くても認証は止まらない	対象	新規: 機能追加	—	未着手		F-ADM-17
HB-F-INT-11	HB-F 機能仕様書	設計書の執筆	顧客IdP 管理	顧客IdP の接続情報の自動追随	機能仕様書: 接続情報の自動追随	顧客IdPの接続情報を定期的に取り直し、相手側が証明書を入れ替えても自動で追随する	機能仕様書。取り直す間隔・失敗時の扱い・追随できないときの通知が定まっている	1	基盤チーム	基盤チーム	運用に必須	顧客IdPが多いほど手作業では追えない。相手側の入れ替えに気づけないとログインが止まる	対象	新規: 機能追加	—	未着手		F-INT-11
HJ-07	HJ Keycloak の作り込み	設計書の執筆	JWT の発行	アプリへの JWT 発行	JWT（JWT）に載せる項目と要求範囲の定義書	JWT に載せる情報の生成規則の定義	定義書。載せる項目と、載せない項目の区別が明確	1	基盤チーム	基盤チーム	製品機能	Keycloak-Brokerをどう組むかは、ユーザ管理を誰が作るかとは無関係に決まる	対象	新規: 自社構築	—	未着手		F-AZ-10
GD-16	GD アプリ向けガイド	ガイド・手順書の執筆	JWT の発行	アプリへの JWT 発行	第4部 アクセストークン検証（RS必須7点）	アプリが受け取ったJWT を検証するときの必須チェック項目。設定を誤ると検証が素通りする落とし穴の警告を含む	ガイド 1 章。7 つの検証項目と、宛先の設定漏れで検証が無効化される罠の警告が示されている	2	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AZ-10
